course_code,prof_name,avg_grade,samples
DMS201,Vipin B,8.08,1
DMS611,Shankar Prawesh,7.0,1
DMS621,Raghu Nandan Sengupta,7.24,1
DMS637,Sri Vanamalla V,8.71,1
DMS639,Faiz Hamid,8.1,1
DMS671,Subhas Chandra Misra,9.3,1
DMS673,Veena Bansal,7.97,1
DMS700,Jothsna Rajan,7.33,1
ECO425A,Mahamitra Das,7.75,2
ECO704,Mahamitra Das,8.57,2
ECO704A,Mahamitra Das,8.33,1
EE200,Naren Naik,6.83,1
EE210,Imon Mondal,7.02,1
EE210A,Aloke Dutta,4.36,2
EE210A,Imon Mondal,6.8,1
EE250,Soumya Ranjan Sahoo,7.23,1
EE250A,Laxmidhar Behera,6.91,1
EE250A,Soumya Ranjan Sahoo,7.22,1
EE301A,Naren Naik,4.323333333333333,3
EE311A,Aloke Dutta,7.36,1
EE311A,Avinash Lahgere,6.11,1
EE320,Abhishek Kumar Gupta,7.29,1
EE321A,Adrish Banerjee,7.22,1
EE321A,Govind Sharma,6.135,4
EE330,Abheejeet Mohapatra,7.675,2
EE330A,Abheejeet Mohapatra,7.0,1
EE330A,Alok Ranjan Verma,7.24,1
EE330A,Swathi Battula,6.59,1
EE340A,Animesh Biswas,6.93,1
EE340A,Raghvendra Kumar Chaudhary,8.54,1
EE360A,Parthasarathi Sensarma,7.16,1
EE360A,Suvendu Samanta,6.1,1
EE370,Shubham Sahay,7.8,1
EE370A,Rik Dey,7.36,1
EE370A,Shubham Sahay,7.3,1
EE391A,Amit Verma,7.67,1
EE491A,Amit Verma,8.21,1
EE604,Koteswar Rao Jerripothula,7.43,1
EE605,Ketan Rajawat,7.49,1
EE605A,Govind Sharma,5.734999999999999,2
EE605A,Ketan Rajawat,6.0,1
EE609A,Ketan Rajawat,7.495,2
EE610,Chithra,6.33,1
EE610,Imon Mondal,7.05,1
EE610A,Imon Mondal,7.05,1
EE614,Avinash Lahgere,7.35,1
EE614A,Aloke Dutta,5.85,1
EE614A,Avinash Lahgere,7.59,1
EE616,Yogesh Singh Chauhan,7.0,1
EE616A,Aloke Dutta,6.73,2
EE616A,Yogesh Singh Chauhan,8.75,1
EE618,Amit Verma,6.41,1
EE619,Chithra,7.08,1
EE619A,Chithra,7.82,2
EE621,Subrahmanya Swamy Peruru,7.67,1
EE621A,Abhishek Kumar Gupta,7.75,1
EE621A,Adrish Banerjee,9.0,1
EE630,Gururaj Mirle Vishwanath,8.71,1
EE630,Swathi Battula,7.43,1
EE630A,Abheejeet Mohapatra,8.17,1
EE630A,Gururaj Mirle Vishwanath,10.0,1
EE631,Saikat Chakrabarti,6.67,1
EE631A,Saikat Chakrabarti,7.4,2
EE632,Abheejeet Mohapatra,9.0,1
EE632A,Gururaj Mirle Vishwanath,9.22,1
EE632A,Swathi Battula,8.9,1
EE633,Swathi Battula,8.23,1
EE633A,Swathi Battula,9.18,1
EE634,Nandini Gupta,8.0,2
EE634A,Nandini Gupta,7.0,1
EE635,Alok Ranjan Verma,9.5,1
EE635,Gururaj Mirle Vishwanath,8.54,1
EE635A,Alok Ranjan Verma,9.0,1
EE636A,Abheejeet Mohapatra,7.7,1
EE637A,Saikat Chakrabarti,9.0,1
EE641,Animesh Biswas,8.96,2
EE641A,Animesh Biswas,9.0,1
EE642,Raghvendra Kumar Chaudhary,8.73,2
EE642A,Raghvendra Kumar Chaudhary,8.0,1
EE645,Nagaditya Poluri,8.92,1
EE648,Animesh Biswas,8.74,1
EE648A,Raghvendra Kumar Chaudhary,8.1,1
EE649,Nandini Gupta,6.8,1
EE649A,Nandini Gupta,8.5,1
EE650,Abhilash Patel,8.32,1
EE650,Twinkle Tripathy,6.555,2
EE650A,Abhilash Patel,7.67,1
EE650A,Twinkle Tripathy,7.42,1
EE651,Abhilash Patel,8.0,1
EE653,Ramprasad Potluri,6.9350000000000005,2
EE653A,Laxmidhar Behera,8.0,1
EE653A,Ramprasad Potluri,7.0,1
EE654,Abhilash Patel,7.55,1
EE654,Ramprasad Potluri,6.0,1
EE654A,Ramprasad Potluri,7.27,1
EE660,Parthasarathi Sensarma,7.015000000000001,2
EE660A,Parthasarathi Sensarma,10.0,1
EE662,Suvendu Samanta,8.31,1
EE662A,Parthasarathi Sensarma,7.92,1
EE664,Piyush Kant,8.11,1
EE666,Piyush Kant,7.78,1
EE667,Washim Uddin Mondal,9.0,1
EE670,Adrish Banerjee,8.67,1
EE671A,Laxmidhar Behera,7.88,1
EE672,Abhishek Kumar Gupta,8.7,1
EE672A,Abhishek Kumar Gupta,9.67,1
EE673,Subrahmanya Swamy Peruru,8.5,1
EE673A,Subrahmanya Swamy Peruru,8.004999999999999,2
EE675,Subrahmanya Swamy Peruru,7.96,1
EE675A,Subrahmanya Swamy Peruru,8.41,1
EE677,Rohit Budhiraja,7.29,2
EE677A,Rohit Budhiraja,6.57,1
EE679,Ankush Sharma,7.355,2
EE679A,Ankush Sharma,10.0,1
EE681,Yogesh Singh Chauhan,7.5,1
EE681A,Yogesh Singh Chauhan,8.665,2
EE683,Shilpi Gupta,8.125,2
EE683A,Shilpi Gupta,9.0,1
EE684,Pradeep Kumar,8.45,2
EE684A,Pradeep Kumar,9.1,2
EE685,Shilpi Gupta,8.33,1
EE687,Shubham Sahay,7.63,1
EE687A,Shubham Sahay,6.95,1
EE689,Twinkle Tripathy,8.09,1
EE689A,Twinkle Tripathy,8.5,1
EE698B,Ankush Sharma,7.095,2
EE698D,Baquer Mazhari,8.096666666666666,3
EE698E,Suvendu Samanta,7.6899999999999995,2
EE698F,Yogesh Singh Chauhan,9.0,1
EE698G,Chithra,8.190000000000001,2
EE698J,Naren Naik,6.5,1
EE698K,Vipul Arora,8.1,1
EE698N,Baquer Mazhari,7.645,2
EE698P,Shubham Sahay,8.0,1
EE698R,Vipul Arora,7.7,1
EE698S,Alok Ranjan Verma,7.635,2
EE698U,Abhishek Kumar Gupta,9.25,1
EE698Y,Shilpi Gupta,8.559999999999999,2
EE705A,Laxmidhar Behera,8.18,2
EE706A,Amit Verma,7.0,1
EE798B,Vipul Arora,6.4,1
EE798D,Suvendu Samanta,7.43,1
EE798E,Saikat Chakrabarti,8.5,1
EE798G,Amit Verma,7.0,1
EE798I,Rituraj,6.94,3
EE798L,Rohit Budhiraja,8.07,1
EE798M,Piyush Kant,7.959999999999999,2
EE798N,Abhilash Patel,7.71,1
EE798O,Soumya Ranjan Sahoo,9.17,1
EE798P,Vipul Arora,8.73,1
EE798T,Ketan Rajawat,8.36,1
EE798U,Pradeep Kumar,9.0,1
EE798V,Rituraj,9.0,1
EE798Y,Soumya Ranjan Sahoo,7.88,1
EE899,Soumya Ranjan Sahoo,,1
ENG122,Chaithra Puttaswamy,7.61,1
ENG123A,Mini Chandran,7.24,1
ENG431,Mini Chandran,7.51,1
ENG436A,Suchitra Mathur,7.4,1
ENG437,Muthukumar M,7.96,1
ENG437A,Mini Chandran,6.96,1
ENG438,Suchitra Mathur,8.12,1
ENG438A,Sayan Chattopadhyay,7.56,1
ENG439A,Mini Chandran,7.15,1
ENG448A,Chaithra Puttaswamy,7.31,1
ENG450,Lakshmana Rao P,8.0,1
ENG450A,Lakshmana Rao P,7.9,1
ENG460,Sayan Chattopadhyay,7.78,1
ENG460A,Sayan Chattopadhyay,7.33,1
ENG611,Sayan Chattopadhyay,10.0,1
ENG705,Muthukumar M,8.0,1
ENG707,Lakshmana Rao P,9.33,1
ENG708A,Lakshmana Rao P,10.0,1
ENG716,Muthukumar M,10.0,1
ENG742,Suchitra Mathur,9.0,1
ENG743,Suchitra Mathur,9.29,1
ENG751,Sayan Chattopadhyay,10.0,1
ENG755,Lakshmana Rao P,9.5,2
ENG763,Chaithra Puttaswamy,10.0,1
ENG764A,Mini Chandran,8.0,1
ES201,Deepak Dhingra,8.43,1
ES202,Indra Sekhar Sen,8.32,1
ES203,Javed N Malik,6.88,1
ES206,Ishwar Kumar Cukkemane,7.23,1
ES311P,Deepak Dhingra,4.5,1
ES312A,Debajyoti Paul,8.57,1
ES313A,Javed N Malik,9.0,1
ES313A,Rajiv Sinha,6.6899999999999995,2
ES315A,Ishwar Kumar Cukkemane,7.77,1
ES411A,Santanu Misra,5.65,1
ES412A,Rajiv Sinha,8.19,2
ES413A,Debajyoti Paul,4.9,1
ES413A,Indra Sekhar Sen,7.92,1
ES414A,Santanu Misra,7.57,1
ES415A,Deepak Dhingra,7.37,1
ES415A,Javed N Malik,7.38,1
ES416A,Animesh Mandal,5.73,1
ES418A,Animesh Mandal,8.78,1
ES418A,Dibakar Ghosal,8.76,1
ES452A,Javed N Malik,7.615,2
ES454A,Indra Sekhar Sen,6.8,1
ES455A,Debajyoti Paul,7.279999999999999,2
ES649,Debajyoti Paul,8.24,1
ES649,Indra Sekhar Sen,6.91,1
ES649A,Debajyoti Paul,5.82,1
ES649A,Indra Sekhar Sen,5.67,1
ES651,Dibakar Ghosal,7.27,1
ES651A,Dibakar Ghosal,6.57,1
ES653,Rajiv Sinha,7.67,1
ES654,Santanu Misra,8.11,1
ES655,Animesh Mandal,8.29,1
ES656,Animesh Mandal,7.29,1
ES657,Santanu Misra,9.43,1
ES657A,Santanu Misra,8.4,1
ES661,Deepak Dhingra,6.44,1
ES662A,Ishwar Kumar Cukkemane,6.87,1
ES682,Dibakar Ghosal,6.62,1
ES699,Ishwar Kumar Cukkemane,,1
ES799,Ishwar Kumar Cukkemane,,1
ESC111M,Debapriya Basu Roy,7.94,1
ESC111M,Urbi Chatterjee,8.14,1
ESC112M,Debapriya Basu Roy,7.78,1
ESC112M,Urbi Chatterjee,7.4,1
ESC201,Abhishek Kumar Gupta,8.21,1
ESC201,Imon Mondal,7.0,1
ESC201,Rik Dey,6.08,2
ESC201A,Amit Verma,6.32,1
ESC201A,Rik Dey,5.0,1
ESC201A,Vipul Arora,7.37,1
ESC201P,Rik Dey,9.0,1
ESO201,Avinash Kumar Agarwal,7.35,1
ESO201,Santanu De,5.9,1
ESO202A,Sudib Kumar Mishra,4.93,1
ESO202A,Vinay Kumar Gupta,5.0,1
ESO203,Gururaj Mirle Vishwanath,9.28,1
ESO203A,Nandini Gupta,7.12,1
ESO203P,Gururaj Mirle Vishwanath,10.0,1
ESO205A,Kaustubh Kulkarni,6.45,1
ESO205A,Sandeep Sangal,7.62,1
ESO206A,Ashwani Kumar Thakur,6.65,2
ESO207,Nitin Saxena,6.56,1
ESO207,Raghunath Tewari,7.69,1
ESO207,Sutanu Gayen,7.38,1
ESO207A,Raghunath Tewari,7.61,1
ESO207A,Sanjeev Saxena,6.27,1
ESO207A,Surender Baswana,6.99,1
ESO208,Balaji Devaraju,6.76,1
ESO208,Gourabananda Pahar,7.6,1
ESO208A,Gourabananda Pahar,5.95,1
ESO208A,Richa Ojha,7.28,1
ESO209A,Ishan Sharma,3.7849999999999997,2
ESO213,Deepak Dhingra,5.17,1
ESO213,Ishwar Kumar Cukkemane,7.07,1
ESO225,Krishanu Biswas,7.67,1
ESO225,Shikhar Misra,7.12,1
FA888,Rajarshi Sengupta,10.0,1
HSS405A,Muthukumar M,8.36,1
IDC608,Ashutosh Kumar,6.0,1
LIF101A,Robert Sonowal,5.72,1
LIF111,Saravanan Matheshwaran,6.13,1
MBA718M,Amit Shukla,8.38,1
MBA725M,Mousami Prasad,8.7,1
MBA733M,Jitender Kumar,9.37,1
MBA735M,Jitender Kumar,8.65,1
MBA746M,Subhas Chandra Misra,9.16,1
MBA770M,Abhinava Tripathi,8.95,1
MBA775M,Harshal Rajan Mulay,7.86,1
MBA776M,Suman Saurabh,8.48,1
MBA780M,Abhinava Tripathi,8.42,1
MBA784M,Anoop Singh,8.879999999999999,2
ME209,Akhilesh Mimani,4.86,1
ME209,Dipayan Mukherjee,6.82,1
ME209,Pankaj Wahi,5.0,1
ME222,Ushasi Roy,6.31,1
ME222A,Ushasi Roy,5.33,1
ME231P,Pranav Joshi,6.85,1
ME251A,Anindya Chatterjee,7.33,1
ME251A,Nachiketa Tiwari,7.04,2
ME261,Arvind Kumar,6.69,1
ME301,Abhishek Sarkar,7.65,1
ME301A,Abhishek Sarkar,7.99,1
ME321A,Ishan Sharma,7.3,1
ME321A,Manjesh Kumar Singh,7.6,1
ME340A,P. K. Panigrahi,7.43,1
ME340A,Umesh Madanan,7.0,1
ME341,Aditya Saurabh,7.02,1
ME341A,Aditya Saurabh,6.44,1
ME341A,Gautam Biswas,8.27,1
ME341A,Umesh Madanan,7.45,1
ME351A,Anindya Chatterjee,7.45,1
ME352A,Bhaskar Dasgupta,5.48,1
ME352A,K R Guruprasad,8.08,1
ME359A,Avinash Kumar Agarwal,8.33,1
ME361A,Shantanu Bhattacharya,7.65,1
ME361A,Supratik Mukhopadhyay,7.92,1
ME361P,Shantanu Bhattacharya,7.29,1
ME381,Ashish Dutta,7.18,1
ME399A,Jishnu Bhattacharya,,1
ME399A,Pranav Joshi,,1
ME401A,Gautam Biswas,7.3149999999999995,2
ME401A,Subrata Sarkar,8.42,1
ME454,Anindya Chatterjee,8.83,1
ME454A,Anindya Chatterjee,8.64,1
ME461A,Ashish Dutta,6.3,1
ME461A,Niraj Sinha,5.54,2
ME613,Umesh Madanan,6.94,1
ME613A,Umesh Madanan,7.0,1
ME621,Anurag Gupta,5.91,1
ME621,Basant Lal Sharma,6.0,1
ME621A,Anurag Gupta,7.6,1
ME621A,Basant Lal Sharma,9.0,1
ME622A,Anurag Gupta,6.47,1
ME623,Pankaj Wahi,7.65,1
ME623,Sumit Basu,7.385,2
ME623A,Nachiketa Tiwari,7.575,2
ME623A,Sumit Basu,9.0,1
ME623A,Ushasi Roy,6.49,2
ME624A,Basant Lal Sharma,5.6,1
ME625,Dipayan Mukherjee,7.53,1
ME625A,Dipayan Mukherjee,9.5,1
ME626,Pankaj Wahi,9.25,1
ME627,Pankaj Wahi,6.75,1
ME627A,Pankaj Wahi,7.0,1
ME630,Anikesh Pal,7.3,1
ME630,Subrata Sarkar,8.19,1
ME630A,Malay Kumar Das,7.25,1
ME630A,Subrata Sarkar,7.33,1
ME631,Anikesh Pal,6.78,1
ME631,Santanu De,8.16,1
ME631A,Anikesh Pal,4.67,1
ME632,Ishan Sharma,9.0,1
ME632A,Ishan Sharma,9.5,1
ME634,Gautam Biswas,9.46,1
ME634A,Gautam Biswas,8.045,2
ME634A,Subrata Sarkar,7.14,1
ME641,Shyam Sunder Gopalakrishnan,6.975,2
ME641A,Shyam Sunder Gopalakrishnan,6.5,1
ME642,Aditya Saurabh,8.41,1
ME642A,Umesh Madanan,6.32,1
ME643A,Santanu De,8.25,1
ME644,Malay Kumar Das,7.85,1
ME645,Jishnu Bhattacharya,7.2,1
ME647,Anikesh Pal,9.0,1
ME653,Manjesh Kumar Singh,9.27,1
ME655,Aditya Saurabh,9.0,1
ME655A,Aditya Saurabh,4.0,1
ME656,Shyam Sunder Gopalakrishnan,8.25,1
ME662A,Shantanu Bhattacharya,7.85,2
ME663,Supratik Mukhopadhyay,7.42,2
ME663A,Supratik Mukhopadhyay,8.0,1
ME664,Virkeshwar Kumar,8.53,1
ME664A,Arvind Kumar,7.75,1
ME668A,Mohit Law,6.5,1
ME670,Arvind Kumar,7.775,2
ME670A,Arvind Kumar,9.5,1
ME673A,Malay Kumar Das,8.55,1
ME676,Dipayan Mukherjee,7.71,1
ME676A,Anupam Saxena,6.0,1
ME679,Supratik Mukhopadhyay,9.0,1
ME681,Bhaskar Dasgupta,5.8,1
ME681,Malay Kumar Das,7.8,1
ME681,Manjesh Kumar Singh,7.37,1
ME681A,Bhaskar Dasgupta,3.5,1
ME681A,Manjesh Kumar Singh,7.220000000000001,2
ME682,Basant Lal Sharma,6.2,1
ME685,Abhishek Sarkar,8.47,1
ME685A,Anikesh Pal,6.28,1
ME685A,Malay Kumar Das,7.34,1
ME687A,Abhishek Sarkar,5.18,1
ME688,Tushar Sikroria,8.33,1
ME690,Avinash Kumar Agarwal,9.0,1
ME690A,Avinash Kumar Agarwal,7.9,2
ME692,Virkeshwar Kumar,7.77,1
ME692A,Virkeshwar Kumar,7.64,1
ME698A,Malay Kumar Das,7.64,1
ME698B,Ishan Sharma,9.67,1
ME698C,Anurag Gupta,9.29,1
ME698F,Avinash Kumar Agarwal,9.45,1
ME698I,Manjesh Kumar Singh,6.3,1
ME698J,Subrata Sarkar,6.86,1
ME698L,Jishnu Bhattacharya,9.2,1
ME698N,Abhishek Sarkar,9.0,1
ME698R,Ushasi Roy,6.44,1
ME698W,Shyam Sunder Gopalakrishnan,8.07,1
ME701,Niraj Sinha,8.33,1
ME701A,Niraj Sinha,6.0,1
ME702,Jishnu Bhattacharya,,1
ME721,Anurag Gupta,9.4,1
ME723,Akhilesh Mimani,8.0,1
ME724A,Basant Lal Sharma,6.67,1
ME729,Sumit Basu,9.0,1
ME730A,Mohit Law,9.05,1
ME745,Santanu De,10.0,1
ME745A,Santanu De,10.0,1
ME751,Anupam Saxena,8.085,2
ME751A,Anupam Saxena,6.54,1
ME752,Bhaskar Dasgupta,5.67,1
ME752A,Bhaskar Dasgupta,6.67,1
ME761A,J. Ramkumar,8.0,1
ME762,Ashish Dutta,6.94,1
ME762,K R Guruprasad,6.31,1
ME762A,Ashish Dutta,7.5,1
ME763,K R Guruprasad,8.5,1
ME763A,K R Guruprasad,7.64,1
ME766,Ashish Dutta,8.47,1
ME774A,Shantanu Bhattacharya,6.93,1
ME778,Akhilesh Mimani,10.0,1
ME778A,Akhilesh Mimani,6.75,2
ME778A,Nachiketa Tiwari,7.55,2
ME850,Anindya Chatterjee,9.0,1
ME851,Anupam Saxena,7.71,1
MSE201,Deepak Gupta,5.5,1
MSE201A,Kaustubh Kulkarni,7.52,1
MSE202,Rahul Sarkar,6.25,1
MSE202A,Rajiv Shekhar,6.94,1
MSE203,Shikhar Krishn Jha,7.08,1
MSE203A,Shikhar Krishn Jha,6.4,1
MSE204,Shivam Tripathi,6.9,1
MSE204,Somnath Bhowmick,6.8,1
MSE204A,Vivek Verma,7.99,2
MSE205,Anshu Gaur,6.26,1
MSE251,Shashank Shekhar,8.5,1
MSE300A,Monica Katiyar,,1
MSE300A,Somnath Bhowmick,,1
MSE301,Rajdip Mukherjee,7.03,1
MSE301A,Kallol Mondal,4.77,1
MSE301A,Rajdip Mukherjee,7.3,1
MSE302,Srinu Gangolu,6.39,1
MSE302A,Srinu Gangolu,7.05,1
MSE303,Anshu Gaur,5.22,1
MSE303A,Anshu Gaur,5.74,2
MSE303A,Monica Katiyar,6.91,1
MSE304,Amarendra Kumar Singh,5.71,1
MSE304A,Amarendra Kumar Singh,7.515000000000001,2
MSE305,Anish Upadhyaya,7.42,1
MSE305A,Shikhar Krishn Jha,8.11,1
MSE305A,Srinu Gangolu,7.45,1
MSE311A,Niraj Mohan Chawake,8.78,1
MSE312A,Deepak Gupta,8.719999999999999,2
MSE312A,Monica Katiyar,9.4,1
MSE314A,Arunabh Meshram,8.35,1
MSE314A,Rahul Sarkar,8.61,1
MSE314A,Shobit Omar,10.0,1
MSE315A,Shobit Omar,8.0,1
MSE315A,Srinu Gangolu,8.66,1
MSE315A,Sudhanshu Shekhar Singh,8.91,1
MSE352,Shobit Omar,9.26,1
MSE353A,Sandeep Sangal,10.0,1
MSE421A,Rahul Sarkar,6.9,1
MSE604,Monica Katiyar,8.8,1
MSE604A,Shikhar Misra,7.4,1
MSE608A,Rajdip Mukherjee,7.18,1
MSE611,Kallol Mondal,7.0,1
MSE611A,Kallol Mondal,5.95,1
MSE615,Tanmoy Maiti,8.105,2
MSE616,Raghupathy Yuvaraj,7.45,1
MSE617,Krishanu Biswas,8.97,1
MSE617A,Somnath Bhowmick,8.43,1
MSE624A,Anshu Gaur,5.59,1
MSE626,Arunabh Meshram,8.32,1
MSE626,Rajiv Shekhar,8.51,1
MSE626A,Arunabh Meshram,10.0,1
MSE627A,Niraj Mohan Chawake,7.86,1
MSE628,Deepak Gupta,9.2,1
MSE628,Shikhar Misra,9.25,1
MSE628A,Deepak Gupta,7.4,2
MSE628A,Shikhar Misra,5.0,1
MSE631A,Tanmoy Maiti,8.405000000000001,2
MSE638,Tanmoy Maiti,7.82,1
MSE638A,Somnath Bhowmick,6.83,1
MSE639,Rajdip Mukherjee,7.07,1
MSE639A,Rajdip Mukherjee,8.5,1
MSE642,Nilesh Prakash Gurao,7.640000000000001,2
MSE642A,Nilesh Prakash Gurao,6.17,1
MSE643A,Krishanu Biswas,8.44,1
MSE648,Kaustubh Kulkarni,8.0,1
MSE648A,Kaustubh Kulkarni,8.33,1
MSE650,Sandeep Sangal,8.44,1
MSE650A,Sandeep Sangal,10.0,1
MSE651,Rahul Sarkar,7.6,1
MSE651A,Rahul Sarkar,7.36,1
MSE652A,Shikhar Misra,8.36,1
MSE654,Raghupathy Yuvaraj,7.71,1
MSE658,Niraj Mohan Chawake,7.8,1
MSE658,Sudhanshu Shekhar Singh,7.25,1
MSE658A,Niraj Mohan Chawake,7.06,1
MSE659,Anish Upadhyaya,8.33,1
MSE659,Shobit Omar,7.62,1
MSE659A,Anish Upadhyaya,6.86,1
MSE659A,Shikhar Krishn Jha,7.59,1
MSE661A,Sudhanshu Shekhar Singh,7.42,1
MSE662,Arunabh Meshram,8.32,1
MSE662A,Arunabh Meshram,8.02,1
MSE664,Shobit Omar,9.33,1
MSE667,Niraj Mohan Chawake,7.14,1
MSE670,Krishanu Biswas,8.38,1
MSE670A,Amarendra Kumar Singh,7.95,2
MSE670A,Kaustubh Kulkarni,8.78,1
MSE671,Raghupathy Yuvaraj,6.4,1
MSE671A,Kallol Mondal,8.47,1
MSE676,Anish Upadhyaya,8.38,1
MSE682,Somnath Bhowmick,7.76,1
MSE683A,Nilesh Prakash Gurao,8.62,1
MSE690,Vivek Verma,,1
MSE690A,Shashank Shekhar,,1
MSE691,Vivek Verma,,1
MSE691A,Shashank Shekhar,,1
MSE691A,Vivek Verma,,1
MSE693,Vivek Verma,8.12,1
MSE693A,Kantesh Balani,8.24,1
MSE694,Monica Katiyar,8.82,1
MSE694,Shikhar Krishn Jha,9.7,1
MSE694A,Shikhar Krishn Jha,8.79,1
MSE799,Nilesh Prakash Gurao,,1
MSE801,Shikhar Misra,,1
MSE801,Somnath Bhowmick,,1
MSE888,Kantesh Balani,9.0,1
MSO201,Amit Mitra,7.0,1
MSO201A,Amit Mitra,6.92,1
MSO201A,Subhajit Dutta,7.43,1
MSO202A,Saurabh Kumar Singh,6.33,1
MSO202M,Saurabh Kumar Singh,6.6,2
MSO203M,Dhirendra Bahuguna,6.26,1
MSO205,Subhra Sankar Dhar,6.58,1
MSO205,Suprio Bhar,5.92,1
MTH101A,Ashis Mandal,4.53,1
MTH101S,Sameer Chavan,8.0,1
MTH102A,Debasis Sen,2.17,1
MTH102A,Kaushik Bal,4.08,1
MTH102A,Pooja Singla,4.6,1
MTH111M,Nandini Nilakantan,4.463333333333333,3
MTH112M,Abhijit Pal,5.96,2
MTH112M,Ashis Mandal,5.96,2
MTH112M,Nandini Nilakantan,5.65,1
MTH113M,Abhijit Pal,5.46,1
MTH113M,Kaushik Bal,3.12,1
MTH113M,Pooja Singla,2.0,1
MTH114M,Debasis Sen,6.76,1
MTH114M,Dhirendra Bahuguna,3.83,1
MTH201A,Santosh Nadimpalli,6.41,1
MTH201A,Somnath Jha,4.26,1
MTH202,Alok Kumar Maloo,6.3100000000000005,2
MTH202A,Alok Kumar Maloo,6.44,1
MTH204,Santosha Kumar Pattanayak,6.25,1
MTH204,Somnath Jha,4.89,1
MTH204A,Santosha Kumar Pattanayak,0.0,1
MTH204A,Somnath Jha,5.05,1
MTH204B,Narasimha Chary Bonala,4.78,1
MTH205,Parasar Mohanty,5.33,1
MTH205A,Parasar Mohanty,3.5,1
MTH206M,Soumyarup Sadhukhan,7.435,2
MTH207M,Soumyarup Sadhukhan,7.119999999999999,2
MTH208,Dootika Vats,7.515,2
MTH209A,Subhajit Dutta,7.01,1
MTH210A,Dootika Vats,7.44,1
MTH211A,Minerva Mukhopadhyay,6.615,2
MTH215,Saurabh Kumar Singh,7.83,1
MTH215A,Saurabh Kumar Singh,8.0,1
MTH301,Arijit Ganguly,3.88,1
MTH301,Ashutosh Kumar,6.6,1
MTH301,Satyajit Guin,4.7,1
MTH301A,Ashutosh Kumar,4.57,1
MTH301A,Bidyut Sanki,6.93,1
MTH301A,Keshab Chandra Bakshi,5.89,1
MTH302,Ashutosh Kumar,5.83,1
MTH303,Sudhanshu Shekhar,8.75,1
MTH304,Keshab Chandra Bakshi,6.76,1
MTH304A,Aparna Dar,9.21,1
MTH305A,Bidyut Sanki,4.92,1
MTH305A,Vikramjeet Singh Chandel,5.16,1
MTH308,Mrinmay Biswas,6.45,1
MTH308B,Mrinmay Biswas,7.0,1
MTH309,Suprio Bhar,5.21,1
MTH312A,Subhra Sankar Dhar,8.46,1
MTH313M,Debasis Kundu,7.83,1
MTH314A,Shalabh,7.86,1
MTH399A,Aparna Dar,,2
MTH401,Mohua Banerjee,6.9,1
MTH401A,Mohua Banerjee,8.38,1
MTH403,Parasar Mohanty,6.52,1
MTH403,Sudhanshu Shekhar,5.0,1
MTH403A,Arijit Ganguly,4.22,1
MTH403A,Sudhanshu Shekhar,4.5,1
MTH404,Satyajit Guin,7.34,1
MTH404A,Keshab Chandra Bakshi,8.58,1
MTH405,Kaushik Bal,6.7,1
MTH412A,Debasis Kundu,6.0,1
MTH415A,Subhajit Dutta,6.12,1
MTH418,Neeraj Misra,6.84,1
MTH418A,Neeraj Misra,6.43,1
MTH421,Malay Banerjee,4.98,1
MTH421A,Arijit Ganguly,4.97,1
MTH421A,Kaushik Bal,4.82,1
MTH421A,Malay Banerjee,5.7,1
MTH421A,Mrinmay Biswas,4.82,1
MTH422A,Arnab Hazra,8.26,1
MTH424,Indranil Chowdhury,6.43,1
MTH424A,Kaushik Bal,7.11,1
MTH424A,Parasar Mohanty,6.84,1
MTH428A,Dhirendra Bahuguna,7.71,1
MTH430A,Akash Anand,6.68,2
MTH432M,Shalabh,7.9399999999999995,2
MTH433,Sasmita Patnaik,6.17,1
MTH433A,Rama Rawat,7.21,1
MTH433A,Sasmita Patnaik,3.635,2
MTH434M,Abhijit Pal,4.83,1
MTH436,Narasimha Chary Bonala,7.92,1
MTH441,Satya Prakash Singh,6.84,1
MTH441A,Satya Prakash Singh,7.84,1
MTH442,Arnab Hazra,7.12,1
MTH442A,Amit Mitra,7.88,1
MTH443A,Amit Mitra,8.04,1
MTH514A,Minerva Mukhopadhyay,6.46,1
MTH514A,Subhra Sankar Dhar,8.2,1
MTH515,Neeraj Misra,7.26,1
MTH515A,Neeraj Misra,7.325,2
MTH516,Sharmishtha Mitra,7.03,1
MTH516A,Sharmishtha Mitra,6.44,1
MTH516A,Subhajit Dutta,6.96,1
MTH535A,Arnab Hazra,8.91,1
MTH600M,Mohua Banerjee,,1
MTH611,Sudhanshu Shekhar,7.3,1
MTH612,Ashis Mandal,6.93,1
MTH616A,Akash Anand,7.67,1
MTH620,Rama Rawat,7.69,1
MTH621A,Parasar Mohanty,7.86,1
MTH628,Aparna Dar,9.57,1
MTH628A,Aparna Dar,9.5,1
MTH633,Bidyut Sanki,9.33,1
MTH633A,Abhijit Pal,8.4,1
MTH633A,Bidyut Sanki,9.43,1
MTH635A,Sasmita Patnaik,7.914999999999999,2
MTH636,Soumyarup Sadhukhan,7.79,1
MTH638A,Arijit Ganguly,10.0,1
MTH640,Vikramjeet Singh Chandel,9.0,1
MTH640A,Vikramjeet Singh Chandel,6.67,1
MTH641,Pooja Singla,8.4,1
MTH643A,Arnab Hazra,8.0,1
MTH648,Ashis Mandal,4.29,1
MTH649,Debasis Sen,7.0,1
MTH649A,Bidyut Sanki,6.85,1
MTH651,Narasimha Chary Bonala,9.0,1
MTH652,Vikramjeet Singh Chandel,8.0,1
